observed_on,updated_at,num_identification_agreements,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,scientific_name,common_name
11/7/2021,2022-01-18 04:12:53 UTC,1,"Glendora, CA 91741, USA",34.17054167,-117.8292583,,,Quercus agrifolia,coast live oak
11/20/2021,2021-11-20 22:22:07 UTC,0,"Mount San Antonio College, Walnut, CA, US",34.05451455,-117.8521491,4,4,Quercus agrifolia,coast live oak
11/8/2021,2021-11-27 16:22:17 UTC,1,"The Long Beach Greenbelt, Long Beach, CA, US",33.77586865,-118.1435451,4,4,Quercus agrifolia,coast live oak
11/14/2021,2021-12-06 22:11:00 UTC,3,"Eaton Canyon Natural Area And Nature Center, Pasadena, CA, US",34.17889877,-118.0975088,469,469,Quercus agrifolia,coast live oak
11/20/2021,2022-12-14 06:29:43 UTC,1,"Crescenta Highlands, Glendale, CA, USA",34.25180344,-118.2502511,997,997,Quercus agrifolia,coast live oak
11/20/2021,2024-10-20 17:48:08 UTC,1,"California, US",34.15040422,-118.8900553,213,28874,Quercus agrifolia,coast live oak
11/20/2021,2021-11-21 20:34:12 UTC,0,"N Arroyo Blvd, Pasadena, CA, US",34.20696667,-118.167725,6,6,Quercus agrifolia,coast live oak
11/20/2021,2022-03-16 14:14:51 UTC,1,"N Arroyo Blvd, Pasadena, CA, US",34.20683333,-118.16748,6,6,Quercus agrifolia,coast live oak
11/20/2021,2021-11-21 20:37:01 UTC,0,"N Arroyo Blvd, Pasadena, CA, US",34.20687167,-118.16755,7,7,Quercus agrifolia,coast live oak
11/20/2021,2021-11-26 06:05:16 UTC,1,"N Arroyo Blvd, Pasadena, CA, US",34.20695833,-118.167555,6,6,Quercus agrifolia,coast live oak
11/21/2021,2022-06-17 20:40:13 UTC,0,Agoura Hills,34.1151123,-118.7567368,86,86,Quercus agrifolia,coast live oak
11/19/2021,2021-11-23 01:48:54 UTC,2,"Baldwin Hills, Los Angeles, CA, USA",34.00967617,-118.3595511,122,122,Quercus agrifolia,coast live oak
7/19/2021,2021-11-22 16:20:26 UTC,1,"Descanso Gardens, La Cañada Flintridge, CA, US",34.19945617,-118.2126558,4,4,Quercus agrifolia,coast live oak
11/22/2021,2021-11-23 02:00:32 UTC,0,"N Arroyo Blvd, Pasadena, CA, US",34.14638643,-118.1642319,165,165,Quercus agrifolia,coast live oak
11/22/2021,2021-11-26 17:18:32 UTC,2,"Pasadena, CA, US",34.19452,-118.1024638,16,16,Quercus agrifolia,coast live oak
11/22/2021,2021-11-23 16:48:29 UTC,1,"N Arroyo Blvd, Pasadena, CA, US",34.1465195,-118.1643612,39,39,Quercus agrifolia,coast live oak
11/22/2021,2021-11-23 02:14:18 UTC,0,"N Arroyo Blvd, Pasadena, CA, US",34.14644717,-118.1643667,20,20,Quercus agrifolia,coast live oak
11/17/2021,2021-11-26 17:12:38 UTC,2,"East Central, Pasadena, CA, US",34.18957833,-118.1034555,3,3,Quercus agrifolia,coast live oak
11/23/2021,2021-11-23 14:39:28 UTC,0,"南加利福尼亚大学, 洛杉矶, CA, US",34.01904884,-118.2854011,30,30,Quercus agrifolia,coast live oak
11/23/2021,2021-11-23 19:17:35 UTC,0,"Peck Road Water Conservation Park, 阿卡迪亚, CA, US",34.09965164,-118.0117572,7,7,Quercus agrifolia,coast live oak
11/23/2021,2021-12-07 07:46:24 UTC,1,"Ernest E. Debs Regional Park, Los Angeles, CA, US",34.09778234,-118.1951256,298,298,Quercus agrifolia,coast live oak
11/21/2021,2021-11-24 05:49:01 UTC,0,"Angeles National Forest, La Canada Flintridge, CA, US",34.22110833,-118.1776667,8,8,Quercus agrifolia,coast live oak
11/10/2021,2023-08-26 20:37:43 UTC,0,"Los Angeles County, US-CA, US",34.20598211,-118.1663841,5,5,Quercus agrifolia,coast live oak
11/25/2021,2022-06-17 05:43:08 UTC,1,Glendora,34.12669754,-117.8543701,33,33,Quercus agrifolia,coast live oak
11/25/2021,2021-11-26 06:12:58 UTC,0,"Beverly Hills, CA 90210, USA",34.11975922,-118.4066904,,,Quercus agrifolia,coast live oak
11/25/2021,2021-11-26 06:13:56 UTC,0,"Beverly Hills, CA 90210, USA",34.12426878,-118.4002172,,,Quercus agrifolia,coast live oak
11/25/2021,2021-11-26 06:15:41 UTC,0,"Beverly Hills, CA 90210, USA",34.12590869,-118.40773,,,Quercus agrifolia,coast live oak
11/25/2021,2021-11-26 06:17:43 UTC,0,"Beverly Hills, CA 90210, USA",34.11788583,-118.4122025,,,Quercus agrifolia,coast live oak
11/25/2021,2021-11-26 06:24:46 UTC,0,"Beverly Hills, CA 90210, USA",34.12714278,-118.4066346,,,Quercus agrifolia,coast live oak
11/26/2021,2021-12-06 07:55:57 UTC,2,"Ernest E. Debs Regional Park, Los Angeles, CA, US",34.10172942,-118.1909917,12,12,Quercus agrifolia,coast live oak
11/27/2021,2021-11-27 21:37:55 UTC,0,"Santa Monica Mountains National Recreation Area, Calabasas, CA, US",34.10271383,-118.707345,29,29,Quercus agrifolia,coast live oak
11/27/2021,2021-11-28 05:34:49 UTC,1,"Peter F Schabarum Regional County Park, Rowland Heights, CA, US",33.97914167,-117.92765,4,4,Quercus agrifolia,coast live oak
11/28/2021,2022-02-09 06:11:03 UTC,2,"Santa Fe Dam Recreational Area, Irwindale, CA, US",34.1125305,-117.9423917,4,4,Quercus agrifolia,coast live oak
11/28/2021,2022-05-25 16:29:08 UTC,1,"Santa Fe Dam Recreational Area, Irwindale, CA, US",34.11240283,-117.9424283,5,5,Quercus agrifolia,coast live oak
11/29/2021,2021-11-30 01:34:59 UTC,1,"Marshall Canyon Regional Park, La Verne, CA, US",34.15039295,-117.7450455,9,9,Quercus agrifolia,coast live oak
11/29/2021,2021-11-29 20:12:45 UTC,1,"Marshall Canyon Regional Park, La Verne, CA, US",34.15038118,-117.7450891,8,8,Quercus agrifolia,coast live oak
11/29/2021,2021-12-01 02:10:04 UTC,2,"Pasadena, CA 91107, USA",34.17760219,-118.0968027,3,3,Quercus agrifolia,coast live oak
11/29/2021,2021-12-09 22:13:31 UTC,2,"Pasadena, CA 91107, USA",34.17755416,-118.0971031,3,3,Quercus agrifolia,coast live oak
11/29/2021,2021-11-29 21:25:27 UTC,1,"Descanso Gardens, La Cañada Flintridge, CA, US",34.20144717,-118.2131809,20,20,Quercus agrifolia,coast live oak
11/29/2021,2021-12-26 06:12:37 UTC,1,"Angeles National Forest, Glendora, CA, US",34.16257783,-117.8185667,4,4,Quercus agrifolia,coast live oak
11/29/2021,2021-12-11 13:14:58 UTC,1,"Santa Clarita, CA 91384, USA",34.49550851,-118.5889816,15,15,Quercus agrifolia,coast live oak
11/26/2021,2021-12-01 20:27:56 UTC,1,"Santa Monica Mountains National Recreation Area, Topanga, CA, US",34.11718099,-118.6016906,4462,4462,Quercus agrifolia,coast live oak
11/30/2021,2021-12-01 07:27:26 UTC,0,"Mt San Antonio College, Walnut, CA, US",34.0424314,-117.8456558,4,4,Quercus agrifolia,coast live oak
11/30/2021,2021-12-01 07:28:06 UTC,0,"Mt San Antonio College, Walnut, CA, US",34.04248806,-117.8455783,3,3,Quercus agrifolia,coast live oak
11/30/2021,2021-12-03 02:13:40 UTC,1,"La Casita Del Arroyo, Pasadena, CA, US",34.14182237,-118.1672658,23,23,Quercus agrifolia,coast live oak
11/30/2021,2021-12-05 05:33:05 UTC,1,"Kenneth Hahn State Recreation Area, Los Angeles, CA, US",34.00900278,-118.3682167,21,21,Quercus agrifolia,coast live oak
12/2/2021,2021-12-11 05:55:24 UTC,1,"Mt San Antonio College, Walnut, CA, US",34.04247958,-117.8457395,5,5,Quercus agrifolia,coast live oak
12/2/2021,2021-12-04 05:39:00 UTC,1,"Mt San Antonio College, Walnut, CA, US",34.04259564,-117.8457295,7,7,Quercus agrifolia,coast live oak
12/2/2021,2021-12-04 05:38:12 UTC,1,"Mt San Antonio College, Walnut, CA, US",34.04238069,-117.8451451,38,38,Quercus agrifolia,coast live oak
12/3/2021,2021-12-04 05:28:05 UTC,1,"Mt San Antonio College, Walnut, CA, US",34.042744,-117.8458798,64,64,Quercus agrifolia,coast live oak
12/2/2021,2021-12-28 21:12:58 UTC,1,"Aliso Canyon Park, Los Angeles, CA, US",34.29216333,-118.5352167,5,5,Quercus agrifolia,coast live oak
12/4/2021,2021-12-04 17:05:30 UTC,0,"Griffith Park, Los Angeles, CA, US",34.13299376,-118.2874441,32,32,Quercus agrifolia,coast live oak
12/4/2021,2021-12-04 21:04:49 UTC,0,"Coastal San Pedro, Los Angeles, CA, USA",33.71685704,-118.3151349,5,5,Quercus agrifolia,coast live oak
12/4/2021,2021-12-05 22:22:50 UTC,2,"Kinneloa Mesa, Pasadena, CA, US",34.18450414,-118.0985995,7,7,Quercus agrifolia,coast live oak
12/4/2021,2021-12-09 21:44:42 UTC,2,"Santa Monica Mountains National Recreation Area, Malibu, CA, US",34.0851695,-118.7702717,8,8,Quercus agrifolia,coast live oak
12/5/2021,2021-12-05 18:31:41 UTC,0,"Hopkins Wilderness Park, Redondo Beach, CA, US",33.82940265,-118.3744793,8,8,Quercus agrifolia,coast live oak
12/5/2021,2021-12-10 05:31:27 UTC,2,"Burbank, CA 91501, USA",34.20292659,-118.2976962,9,9,Quercus agrifolia,coast live oak
12/5/2021,2021-12-06 16:17:11 UTC,2,"2121 Shadow Oak Dr, West Covina, CA 91792, USA",34.019624,-117.9000047,173,173,Quercus agrifolia,coast live oak
12/16/2019,2024-09-23 04:27:12 UTC,1,"Kenneth Hahn State Recreation Area, Los Angeles, CA, US",34.00895278,-118.36438,10,10,Quercus agrifolia,coast live oak
12/8/2021,2024-08-05 00:13:23 UTC,1,"Woodley Ave, Los Angeles, CA, US",34.17973612,-118.4724866,6,6,Quercus agrifolia,coast live oak
12/9/2021,2024-08-05 00:14:12 UTC,1,"Woodley Ave, Los Angeles, CA, US",34.17971333,-118.47248,9,9,Quercus agrifolia,coast live oak
12/9/2021,2021-12-09 22:20:35 UTC,0,"Woodley Ave, Los Angeles, CA, US",34.17976505,-118.4725349,4,4,Quercus agrifolia,coast live oak
12/9/2021,2021-12-09 22:21:36 UTC,0,"Los Angeles, CA 91411, USA",34.17967961,-118.472683,4,4,Quercus agrifolia,coast live oak
12/9/2021,2021-12-11 02:45:58 UTC,1,"Hollywood, CA 90068, USA",34.12229459,-118.3156937,8,8,Quercus agrifolia,coast live oak
11/18/2021,2021-12-12 00:31:24 UTC,1,"Santa Monica Mountains National Recreation Area, Agoura Hills, CA, US",34.11829772,-118.7553787,8,8,Quercus agrifolia,coast live oak
12/7/2021,2021-12-11 19:59:15 UTC,0,"El Dorado East Regional Park, Long Beach, CA, US",33.80883,-118.0887917,5,5,Quercus agrifolia,coast live oak
12/11/2021,2021-12-12 23:34:19 UTC,2,"Hahamongna Watershed Park, Pasadena, CA, US",34.19481691,-118.1732485,3,3,Quercus agrifolia,coast live oak
12/7/2021,2021-12-12 05:59:25 UTC,0,"El Dorado East Regional Park, Long Beach, CA, US",33.809375,-118.0888667,4,4,Quercus agrifolia,coast live oak
12/12/2021,2021-12-13 01:37:05 UTC,0,"Oak Park, CA 91301, USA",34.10968013,-118.7210231,17,17,Quercus agrifolia,coast live oak
12/12/2021,2021-12-13 01:37:28 UTC,0,"Oak Park, CA 91301, USA",34.10969401,-118.7210063,,,Quercus agrifolia,coast live oak
12/12/2021,2021-12-13 01:39:22 UTC,0,"Oak Park, CA 91301, USA",34.10965139,-118.7209939,,,Quercus agrifolia,coast live oak
12/11/2021,2021-12-13 15:08:03 UTC,1,"Santa Monica Mountains National Recreation Area, Topanga, CA, US",34.11230632,-118.6311471,2331,2331,Quercus agrifolia,coast live oak
12/11/2021,2023-09-09 16:31:32 UTC,3,"Santa Monica Mountains National Recreation Area, Topanga, CA, US",34.11399293,-118.6283263,2821,2821,Quercus agrifolia,coast live oak
12/11/2021,2021-12-13 15:07:21 UTC,1,"Santa Monica Mountains National Recreation Area, Topanga, CA, US",34.11448535,-118.6290963,5400,5400,Quercus agrifolia,coast live oak
12/10/2021,2021-12-14 01:07:59 UTC,2,"East Central, Pasadena, CA, US",34.18614167,-118.1009917,3,3,Quercus agrifolia,coast live oak
12/10/2021,2021-12-13 18:04:36 UTC,2,"East Central, Pasadena, CA, US",34.186245,-118.100975,4,4,Quercus agrifolia,coast live oak
11/10/2021,2021-12-14 03:42:33 UTC,1,"Topanga, Topanga State Park, Santa Monica Mountains National Recreation Area, Los Angeles County, US-CA, US",34.0517469,-118.5614697,194,194,Quercus agrifolia,coast live oak
12/12/2021,2021-12-14 21:49:37 UTC,1,"Eaton Canyon Natural Area And Nature Center, Pasadena, CA, US",34.17700833,-118.0973195,16,16,Quercus agrifolia,coast live oak
12/13/2021,2021-12-14 03:07:38 UTC,0,"Los Angeles, CA 90049, USA",34.07815156,-118.5143167,,,Quercus agrifolia,coast live oak
12/15/2021,2021-12-18 00:28:09 UTC,1,"Santa Monica Mountains National Recreation Area, Calabasas, CA, US",34.12537654,-118.6513061,9,9,Quercus agrifolia,coast live oak
12/15/2021,2021-12-17 06:54:16 UTC,1,"North Arroyo, Pasadena, CA, USA",34.20430367,-118.1662373,4,4,Quercus agrifolia,coast live oak
12/17/2021,2021-12-19 07:01:32 UTC,1,"Santa Monica Mountains National Recreation Area, Los Angeles County, US-CA, US",34.11825372,-118.343574,10,10,Quercus agrifolia,coast live oak
12/17/2021,2021-12-19 01:57:58 UTC,2,"Don Alberto Pl, Los Angeles, CA, US",34.00123423,-118.3593903,8,8,Quercus agrifolia,coast live oak
12/17/2021,2021-12-18 17:04:57 UTC,1,"Galster Wilderness Park, West Covina, CA, US",34.043975,-117.89968,7,7,Quercus agrifolia,coast live oak
12/19/2021,2022-01-31 23:08:40 UTC,1,"Central Malibu, Malibu, CA, USA",34.03497526,-118.7630098,17,17,Quercus agrifolia,coast live oak
12/20/2021,2024-03-19 19:11:19 UTC,1,"La Cañada High School, La Cañada Flintridge, CA, US",34.19232782,-118.1778955,4,4,Quercus agrifolia,coast live oak
12/21/2021,2023-08-04 04:49:58 UTC,1,"Valmonte, Palos Verdes Estates, CA, USA",33.79676421,-118.3637257,50,50,Quercus agrifolia,coast live oak
12/23/2021,2021-12-24 03:03:55 UTC,3,"Pasadena, CA, USA",34.17937823,-118.0969317,31,31,Quercus agrifolia,coast live oak
12/24/2021,2021-12-24 22:56:31 UTC,0,"S Valley Center Ave, San Dimas, CA, US",34.09200766,-117.8247365,17,17,Quercus agrifolia,coast live oak
12/26/2021,2021-12-27 05:19:43 UTC,2,"Pasadena, CA 91107, USA",34.188084,-118.101589,,,Quercus agrifolia,coast live oak
12/26/2021,2021-12-26 23:38:07 UTC,0,"California Botanic Garden, Claremont, CA, US",34.11129689,-117.7145969,20,20,Quercus agrifolia,coast live oak
12/27/2021,2021-12-27 21:27:19 UTC,0,"Verdugo Woodlands, Glendale, CA, USA",34.17972438,-118.2323899,93,93,Quercus agrifolia,coast live oak
12/27/2021,2023-07-08 07:52:37 UTC,1,"Los Angeles, CA 91326, USA",34.28117358,-118.5277434,227,227,Quercus agrifolia,coast live oak
12/28/2021,2021-12-29 00:23:29 UTC,0,"Escondido Falls, Santa Monica Mountains National Recreation Area, Los Angeles County, US-CA, US",34.03368849,-118.7735889,5,5,Quercus agrifolia,coast live oak
12/28/2021,2021-12-29 00:14:53 UTC,1,"Los Angeles, CA 91326, USA",34.26486639,-118.5320584,,,Quercus agrifolia,coast live oak
12/28/2021,2021-12-29 05:51:31 UTC,2,"Los Angeles, CA 91326, USA",34.26369056,-118.5360894,,,Quercus agrifolia,coast live oak
12/31/2021,2021-12-31 22:32:06 UTC,0,"Griffith Park, Los Angeles, CA, US",34.12364176,-118.2812698,14,14,Quercus agrifolia,coast live oak
12/31/2021,2024-02-13 06:35:27 UTC,0,"Angeles National Forest, Los Angeles, CA, US",34.26371667,-118.2712467,4,4,Quercus agrifolia oxyadenia,Southern Coast Live Oak
12/31/2021,2022-01-02 04:04:48 UTC,1,"Oak Springs Canyon Rd, Santa Clarita, CA, US",34.420333,-118.4153908,4,4,Quercus agrifolia,coast live oak
1/1/2022,2022-01-01 22:05:42 UTC,0,"N Indian Hill Blvd, Claremont, CA, US",34.10973613,-117.7198449,24,24,Quercus agrifolia,coast live oak
1/1/2022,2022-05-21 04:09:34 UTC,1,"Claremont, CA, USA",34.13646365,-117.7180557,,,Quercus agrifolia agrifolia,California Live Oak
1/1/2022,2022-01-02 08:29:06 UTC,0,"Frederick Ave, Glendale, CA, US",34.250695,-118.2508617,6,6,Quercus agrifolia,coast live oak
1/2/2022,2022-01-02 16:49:26 UTC,0,"Santa Monica Mountains National Recreation Area, Topanga, CA, US",34.09738613,-118.5977894,9,9,Quercus agrifolia,coast live oak
12/28/2021,2022-01-02 22:19:46 UTC,0,"Claremont, CA, USA",34.11470388,-117.714441,17,17,Quercus agrifolia,coast live oak
1/2/2022,2024-08-29 19:34:04 UTC,1,"Universal Studios Hollywood, Los Angeles, CA, US",34.13959185,-118.3541892,24,24,Quercus agrifolia,coast live oak
1/3/2022,2022-01-08 18:59:02 UTC,1,"Los Angeles, CA 91330, USA",34.24256708,-118.5244715,,,Quercus agrifolia,coast live oak
1/3/2022,2024-02-10 18:26:27 UTC,1,"Irwindale, CA 91702, USA",34.29122867,-117.8401192,96,96,Quercus agrifolia,coast live oak
12/28/2021,2022-08-14 21:28:51 UTC,1,"North Arroyo, Pasadena, CA, USA",34.2089428,-118.1700606,,,Quercus agrifolia,coast live oak
1/4/2022,2023-01-31 07:48:27 UTC,1,"Vasquez Truck Trail, Santa Clarita, CA, US",34.480155,-118.442,5,5,Quercus agrifolia,coast live oak
1/3/2022,2022-01-06 01:26:17 UTC,1,"Valencia, CA, US",34.39437167,-118.5799417,24,24,Quercus agrifolia,coast live oak
1/5/2022,2022-01-05 23:20:28 UTC,1,"Oak Park, CA 91301, USA",34.10147414,-118.783899,,,Quercus agrifolia,coast live oak
1/5/2022,2022-01-05 23:20:20 UTC,1,"Agoura Hills, CA, USA",34.14510219,-118.7620447,,,Quercus agrifolia,coast live oak
1/5/2022,2022-01-06 20:00:34 UTC,1,"Claremont, CA, USA",34.14720556,-117.7097389,,,Quercus agrifolia,coast live oak
1/6/2022,2022-01-08 18:45:04 UTC,1,"Los Angeles, CA 91606, USA",34.18513158,-118.3996323,,,Quercus agrifolia,coast live oak
1/7/2022,2022-01-09 06:00:57 UTC,1,"Madrona Marsh Preserve & Nature Center, Torrance, CA, US",33.82872458,-118.3441843,4,4,Quercus agrifolia,coast live oak
1/8/2022,2022-01-08 18:35:22 UTC,0,"Hopkins Wilderness Park, Redondo Beach, CA, US",33.83064145,-118.3740544,8,8,Quercus agrifolia,coast live oak
1/8/2022,2022-01-08 19:01:28 UTC,0,"Hopkins Wilderness Park, Redondo Beach, CA, US",33.83065981,-118.3739945,5,5,Quercus agrifolia,coast live oak
1/8/2022,2022-02-24 07:40:39 UTC,1,"Hopkins Wilderness Park, Redondo Beach, CA, US",33.83071571,-118.3739136,5,5,Quercus agrifolia,coast live oak
1/8/2022,2022-01-10 05:03:23 UTC,1,"Western Malibu, Malibu, CA 90265, USA",34.06529147,-118.9144962,,,Quercus agrifolia,coast live oak
1/7/2022,2023-07-20 00:15:35 UTC,1,"Malibu, CA 90265, USA",34.05927539,-118.8034154,,,Quercus agrifolia,coast live oak
1/1/2022,2022-10-25 22:37:57 UTC,1,"Peter F Schabarum Regional County Park, Rowland Heights, CA, US",33.98839167,-117.931045,4,4,Quercus agrifolia,coast live oak
1/9/2022,2023-01-31 07:51:51 UTC,1,"Whitney Canyon Rd, Santa Clarita, CA, US",34.365855,-118.4905383,4,4,Quercus agrifolia,coast live oak
1/9/2022,2024-08-29 19:34:04 UTC,0,"Ed Davis Park in Towsley Canyon, Newhall, CA, US",34.35364377,-118.5615874,21,21,Quercus agrifolia,coast live oak
1/9/2022,2024-06-19 14:02:36 UTC,0,Rosemead,34.05359268,-118.0994949,8,8,Quercus agrifolia,coast live oak
1/9/2022,2024-10-05 04:15:52 UTC,1,"Verdugo Mountains Open Space Preserve, Glendale, CA, US",34.20429933,-118.2487603,38,38,Quercus agrifolia,coast live oak
1/11/2022,2022-01-12 04:27:38 UTC,1,"Kinneloa Mesa, Pasadena, CA, US",34.18585474,-118.0924721,403,403,Quercus agrifolia,coast live oak
1/11/2022,2022-02-12 23:45:44 UTC,1,"Fremont Ave, South Pasadena, CA, US",34.11760833,-118.15265,6,6,Quercus agrifolia,coast live oak
1/12/2022,2022-01-16 13:46:04 UTC,2,"Los Angeles, CA 90032, USA",34.06996978,-118.1899246,5,5,Quercus agrifolia,coast live oak
1/10/2022,2024-06-28 21:51:17 UTC,1,"Los Angeles County, CA, USA",34.10101257,-118.7161316,9,9,Quercus agrifolia,coast live oak
1/9/2022,2022-01-16 16:01:05 UTC,1,"Chatsworth, Los Angeles, CA, USA",34.27037778,-118.6030611,,,Quercus agrifolia,coast live oak
1/16/2022,2022-01-18 01:24:50 UTC,0,"Topanga State Park, Los Angeles, CA, US",34.09956667,-118.5786833,4,4,Quercus agrifolia,coast live oak
1/17/2022,2022-01-18 16:13:47 UTC,1,"Solstice Canyon, Malibu, CA, US",34.03829194,-118.7520937,22,22,Quercus agrifolia,coast live oak
1/18/2022,2022-01-18 21:20:54 UTC,0,"Live Oak Park, Temple City, CA, US",34.10112871,-118.0483249,8,8,Quercus agrifolia,coast live oak
1/19/2022,2022-01-19 19:45:41 UTC,0,"Sepulveda Blvd, Los Angeles, CA, US",34.17803695,-118.4669615,105,105,Quercus agrifolia,coast live oak
1/22/2022,2022-02-12 23:45:37 UTC,1,Pasadena,34.16197586,-118.1600647,35,35,Quercus agrifolia,coast live oak
1/22/2022,2022-02-10 22:43:57 UTC,1,"Verdugo Mountains Open Space Preserve, Glendale, CA, US",34.20421167,-118.2423783,4,4,Quercus agrifolia,coast live oak
1/22/2022,2022-01-23 19:48:00 UTC,1,"Valencia, CA 91381, USA",34.35204092,-118.5615201,,,Quercus agrifolia,coast live oak
1/23/2022,2022-01-23 19:04:52 UTC,0,"Claremont, CA, USA",34.12608055,-117.7329028,,,Quercus agrifolia,coast live oak
1/23/2022,2022-01-30 16:30:26 UTC,0,"Moorpark St, Los Angeles, CA, US",34.1607695,-118.49875,14,14,Quercus agrifolia,coast live oak
1/23/2022,2022-01-24 01:37:51 UTC,0,"Morrison St, Los Angeles, CA, US",34.16143333,-118.4681467,25,25,Quercus agrifolia,coast live oak
1/23/2022,2022-01-24 22:41:18 UTC,1,"Centennial Heritage Park, Glendora, CA, US",34.12144167,-117.8481133,30,30,Quercus agrifolia,coast live oak
1/23/2022,2022-01-25 01:47:54 UTC,1,"South Hills, Glendora, CA, US",34.1213195,-117.8473667,200,200,Quercus agrifolia,coast live oak
1/25/2022,2022-01-25 17:48:51 UTC,0,"Loyola Marymount University, Los Angeles, CA, US",33.97064264,-118.4197261,4,4,Quercus agrifolia,coast live oak
1/25/2022,2022-12-01 03:26:28 UTC,0,"Los Angeles County, US-CA, US",34.1420275,-118.1674163,,,Quercus agrifolia agrifolia,California Live Oak
1/25/2022,2024-08-31 02:09:11 UTC,0,"Topanga, CA, USA",34.12851484,-118.5951426,8,8,Quercus agrifolia,coast live oak
1/26/2022,2022-01-27 23:40:46 UTC,1,"Los Angeles, CA 91326, USA",34.28084044,-118.5279465,,,Quercus agrifolia,coast live oak
1/26/2022,2022-01-27 03:19:25 UTC,0,"Los Angeles, CA 91326, USA",34.28633283,-118.5317006,,,Quercus agrifolia,coast live oak
1/30/2022,2022-05-26 06:36:34 UTC,1,"Glendora, CA 91740, USA",34.12468403,-117.8550558,21,21,Quercus agrifolia,coast live oak
1/30/2022,2022-02-02 17:33:47 UTC,2,"Glendora, CA 91740, USA",34.12159626,-117.8476126,19,19,Quercus agrifolia,coast live oak
1/31/2022,2022-01-31 20:55:13 UTC,1,"Lower Arroyo Park Area, Pasadena, CA, US",34.14407773,-118.1662902,9,9,Quercus agrifolia,coast live oak
